callsign,airline,runway,atot,sid,sid_family,aircraft_type,wake,engine_class,track_start_time,track_end_time,start_from_thr_time,sep_is_first_departure_for_runway,thr_sid,thr_aircraft_type,thr_atot,thr_passes_thr_filter,thr_cross_time,thr_cross_lat,thr_cross_lon,thr_cross_alt_ft,thr_cross_ias_kt,thr_cross_heading_deg,thr_min_dist_thr_nm,thr_turned_before_thr,thr_turn_start_time,sep_leader,sep_atot_leader,sep_atot_follower,sep_leader_sid,sep_follower_sid,sep_leader_sid_family,sep_follower_sid_family,sep_leader_aircraft_type,sep_follower_aircraft_type,sep_leader_wake,sep_follower_wake,sep_leader_class,sep_follower_class,sep_same_sid_family,sep_radar_twr_time,sep_radar_tma_min_time,sep_twr_computable,sep_tma_computable,sep_computation_note,sep_radar_twr_nm,sep_radar_twr_dalt_ft,sep_radar_twr_loss,sep_radar_tma_min_nm,sep_radar_tma_dalt_ft,sep_radar_tma_loss,sep_wake_twr_required_nm,sep_wake_twr_required_s,sep_wake_twr_actual_nm,sep_wake_twr_actual_s,sep_wake_twr_loss,sep_wake_tma_required_nm,sep_wake_tma_actual_nm,sep_wake_tma_loss,sep_loa_required_nm,sep_loa_actual_nm,sep_loa_loss,turn_sid,turn_aircraft_type,turn_atot,turn_turn_start_time,turn_turn_start_lat,turn_turn_start_lon,turn_turn_start_x_m,turn_turn_start_y_m,turn_turn_start_alt_ft,turn_turn_start_ias_kt,turn_turn_start_roll_angle_deg,turn_turn_start_heading_deg,turn_turn_start_tta_deg,turn_turn_start_dist_thr_nm,turn_detection_method,turn_crosses_r234,turn_r234_cross_lat,turn_r234_cross_lon,nadp_sid,nadp_aircraft_type,nadp_wake,nadp_atot,nadp_ias_at_800ft,nadp_alt_at_800ft,nadp_ias_at_3000ft,nadp_alt_at_3000ft,nadp_delta_ias_kt,nadp_nadp,nadp_threshold_kt,nadp_time_at_800ft,nadp_time_at_3000ft
VLG73QE,VLG,24L,2026-05-23T05:09:22,GRAUS1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:09:00,2026-05-23T05:12:11,2026-05-23T05:09:04,False,GRAUS1C,A321,2026-05-23T05:09:22,True,2026-05-23T05:09:25.784300096,41.28217917284899,2.074395347131383,380.6723244631121,158.0,-112.148438,0.008181588094781768,False,2026-05-23T05:09:33,VLG1265,2026-05-23T05:06:21,2026-05-23T05:09:22,OLOXO1C,GRAUS1C,MISMA_SID_G1,MISMA_SID_G1,A320,A321,M,M,R,R,True,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,178.0,,,,,5.0,,False,GRAUS1C,A321,2026-05-23T05:09:22,2026-05-23T05:09:33,41.279635137932004,2.068016154046315,31368.86050989842,18289.35515373837,719.7917333333334,,-20.566,,-151.348,1.761284978661993,roll,False,,,GRAUS1C,A321,M,2026-05-23T05:09:22,,,218.0,3000.0,,,30.0,,2026-05-23T05:11:01.429749999
VLG4SW,VLG,24L,2026-05-23T05:13:54,DIPES1C,MISMA_SID_G3,A321,M,R,2026-05-23T05:13:35,2026-05-23T05:16:58,2026-05-23T05:13:38,False,DIPES1C,A321,2026-05-23T05:13:54,True,2026-05-23T05:13:59.154437795,41.28229324760245,2.0743561643702138,368.93393383627233,166.22781102318436,-111.972656,0.0011080082598582137,False,2026-05-23T05:14:09,VLG73QE,2026-05-23T05:09:22,2026-05-23T05:13:54,GRAUS1C,DIPES1C,MISMA_SID_G1,MISMA_SID_G3,A321,A321,M,M,R,R,False,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,274.0,,,,,3.0,,False,DIPES1C,A321,2026-05-23T05:13:54,2026-05-23T05:14:09,41.27880823247166,2.065265763695767,31139.498225903746,18196.449281993697,838.5,160.0,-31.113,-120.234375,-123.926,1.894700319569155,roll,False,,,DIPES1C,A321,M,2026-05-23T05:13:54,160.0,800.0,227.844670033323,3000.0,67.84467003332301,NADP2,30.0,2026-05-23T05:14:08.206730769,2026-05-23T05:15:38.281556677
VLG4VF,VLG,24L,2026-05-23T05:15:25,AGENA1C,MISMA_SID_G3,A321,M,R,2026-05-23T05:15:07,2026-05-23T05:18:18,2026-05-23T05:15:12,False,AGENA1C,A321,2026-05-23T05:15:25,True,2026-05-23T05:15:32.569491082,41.282276661637994,2.0743613385792505,387.89830045768474,,,0.002130689088236513,False,2026-05-23T05:15:40,VLG4SW,2026-05-23T05:13:54,2026-05-23T05:15:25,DIPES1C,AGENA1C,MISMA_SID_G3,MISMA_SID_G3,A321,A321,M,M,R,R,True,2026-05-23T05:15:12,2026-05-23T05:15:07,True,True,,4.209345872756449,2257.9258666666665,False,4.055122803709135,2130.2501333333335,False,,,4.209345872756449,94.0,,,4.055122803709135,,5.0,4.209345872756449,True,AGENA1C,A321,2026-05-23T05:15:25,2026-05-23T05:15:40,41.27888573044839,2.0683962258639834,31400.944113327205,18206.20234092284,680.6618666666666,,-27.07,,-163.477,1.7657583727891097,roll,False,,,AGENA1C,A321,M,2026-05-23T05:15:25,,,229.0,3000.0,,,30.0,,2026-05-23T05:17:11.100672413
DLH03K,DLH,24L,2026-05-23T05:17:00,DALIN1C,MISMA_SID_G3,A20N,M,R,2026-05-23T05:16:43,2026-05-23T05:19:18,2026-05-23T05:16:48,False,DALIN1C,A20N,2026-05-23T05:17:00,True,2026-05-23T05:17:10.995679026,41.28191596865882,2.074530935661819,728.9543891381319,141.99567902650736,-124.41210951158592,0.025089786121571624,False,2026-05-23T05:17:11,VLG4VF,2026-05-23T05:15:25,2026-05-23T05:17:00,AGENA1C,DALIN1C,MISMA_SID_G3,MISMA_SID_G3,A321,A20N,M,M,R,R,True,2026-05-23T05:16:48,2026-05-23T05:16:43,True,True,,4.355195456910318,2183.9888,False,4.17968127189544,2103.830933333333,False,,,4.355195456910318,96.0,,,4.17968127189544,,5.0,4.355195456910318,True,DALIN1C,A20N,2026-05-23T05:17:00,2026-05-23T05:17:11,41.281914412489996,2.0745275371700003,31911.682545057756,18545.08417311945,729.156,142.0,-0.703,-124.453125,-115.137,1.4371970074802431,roll+hdg,False,,,DALIN1C,A20N,M,2026-05-23T05:17:00,142.0,800.0,140.0,3000.0,-2.0,NADP1,30.0,2026-05-23T05:17:12.660406250,2026-05-23T05:18:03.922187500
VLG593U,VLG,24L,2026-05-23T05:18:31,LOTOS1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:18:11,2026-05-23T05:21:42,2026-05-23T05:18:15,False,LOTOS1C,A321,2026-05-23T05:18:31,True,2026-05-23T05:18:35.442799759,41.28223062790114,2.0743782388782965,359.168574220494,166.0,-112.5,0.004997394418205726,False,2026-05-23T05:18:44,DLH03K,2026-05-23T05:17:00,2026-05-23T05:18:31,DALIN1C,LOTOS1C,MISMA_SID_G3,MISMA_SID_G2,A20N,A321,M,M,R,R,False,2026-05-23T05:18:15,2026-05-23T05:18:11,True,True,,3.2645903023361984,3314.2282666666665,False,3.193898397420292,3187.9903999999997,False,,,3.2645903023361984,87.0,,,3.193898397420292,,3.0,3.2645903023361984,False,LOTOS1C,A321,2026-05-23T05:18:31,2026-05-23T05:18:44,41.27916774814378,2.0666103148214474,31251.646194690933,18236.894693740895,786.9970666666667,162.0,-29.531,-120.585938,-126.211,1.8306228477503914,roll,False,,,LOTOS1C,A321,M,2026-05-23T05:18:31,162.0,800.0,247.0,3000.0,85.0,NADP2,30.0,2026-05-23T05:18:44.248780612,2026-05-23T05:20:29.083264705
VLG38HJ,VLG,24L,2026-05-23T05:19:47,DALIN1C,MISMA_SID_G3,A321,M,R,2026-05-23T05:19:27,2026-05-23T05:22:18,2026-05-23T05:19:32,False,DALIN1C,A321,2026-05-23T05:19:47,True,2026-05-23T05:19:53.505766628,41.28226365578672,2.074367124776357,623.0680691190933,154.0,-111.445312,0.0029521424198042804,True,2026-05-23T05:19:52,VLG593U,2026-05-23T05:18:31,2026-05-23T05:19:47,LOTOS1C,DALIN1C,MISMA_SID_G2,MISMA_SID_G3,A321,A321,M,M,R,R,False,2026-05-23T05:19:32,2026-05-23T05:19:27,True,True,,3.2426599364726907,2026.0959999999998,False,3.153633760371855,1908.9957333333332,False,,,3.2426599364726907,77.0,,,3.153633760371855,,3.0,3.2426599364726907,False,DALIN1C,A321,2026-05-23T05:19:47,2026-05-23T05:19:52,41.282754004789915,2.075725955427803,32011.37753107905,18638.853943935137,544.3666666666667,154.0,-9.492,-111.445312,-115.312,1.3668687696397217,roll,False,,,DALIN1C,A321,M,2026-05-23T05:19:47,152.0,800.0,214.0,3000.0,62.0,NADP2,30.0,2026-05-23T05:19:57.239505434,2026-05-23T05:21:09.480574324
IBE04RC,IBE,24L,2026-05-23T05:20:57,SENIA1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:20:35,2026-05-23T05:23:46,2026-05-23T05:20:40,False,SENIA1C,A320,2026-05-23T05:20:57,True,2026-05-23T05:21:01.577022389,41.28214678710568,2.0744111109299865,468.3250747166482,159.0,-112.675781,0.010244123185553957,False,2026-05-23T05:21:07,VLG38HJ,2026-05-23T05:19:47,2026-05-23T05:20:57,DALIN1C,SENIA1C,MISMA_SID_G3,MISMA_SID_G2,A321,A320,M,M,R,R,False,2026-05-23T05:20:40,2026-05-23T05:20:35,True,True,,2.7988557147018027,2131.7008,False,2.707595584337366,2012.6634666666666,False,,,2.7988557147018027,68.0,,,2.707595584337366,,3.0,2.7988557147018027,True,SENIA1C,A320,2026-05-23T05:20:57,2026-05-23T05:21:07,41.280392012650175,2.069640322845086,31504.1679465172,18374.080086278598,720.3426666666667,153.0,-0.703,-124.453125,-115.664,1.6756191400452962,roll+hdg,False,,,SENIA1C,A320,M,2026-05-23T05:20:57,153.0,800.0,249.0,3000.0,96.0,NADP2,30.0,2026-05-23T05:21:08.588909574,2026-05-23T05:22:43.453187499
EJU14CG,EJU,24L,2026-05-23T05:22:03,DALIN1C,MISMA_SID_G3,A319,M,R,2026-05-23T05:21:47,2026-05-23T05:24:21,2026-05-23T05:21:50,False,DALIN1C,A319,2026-05-23T05:22:03,True,2026-05-23T05:22:12.202555230,41.28214675689398,2.0744087372579805,416.54911310801657,153.0,-112.148438,0.01021757037646629,False,2026-05-23T05:22:20,IBE04RC,2026-05-23T05:20:57,2026-05-23T05:22:03,SENIA1C,DALIN1C,MISMA_SID_G2,MISMA_SID_G3,A320,A319,M,M,R,R,False,2026-05-23T05:21:50,2026-05-23T05:21:47,True,True,,2.905270048898961,2015.9882666666665,False,2.856306012581365,1940.7882666666667,False,,,2.905270048898961,70.0,,,2.856306012581365,,3.0,2.905270048898961,True,DALIN1C,A319,2026-05-23T05:22:03,2026-05-23T05:22:20,41.279288025917225,2.06780638625395,31351.50074955773,18250.696118402673,731.2904,151.0,-20.742,-119.53125,-143.438,1.7788393258063213,roll,False,,,DALIN1C,A319,M,2026-05-23T05:22:03,151.0,800.0,205.0,3000.0,54.0,NADP2,30.0,2026-05-23T05:22:21.789312499,2026-05-23T05:23:28.396946428
VLG23TK,VLG,24L,2026-05-23T05:23:34,LARPA1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:23:15,2026-05-23T05:26:17,2026-05-23T05:23:21,False,LARPA1C,A321,2026-05-23T05:23:34,True,2026-05-23T05:23:41.604935200,41.28217923842874,2.0743966258861746,543.7744798233828,160.0,-111.972656,0.00819240109586906,False,2026-05-23T05:23:51,EJU14CG,2026-05-23T05:22:03,2026-05-23T05:23:34,DALIN1C,LARPA1C,MISMA_SID_G3,MISMA_SID_G2,A319,A321,M,M,R,R,False,2026-05-23T05:23:21,2026-05-23T05:23:15,True,True,,3.894299307098034,2623.8448,False,3.738930625530792,2421.072,False,,,3.894299307098034,91.0,,,3.738930625530792,,3.0,3.894299307098034,False,LARPA1C,A321,2026-05-23T05:23:34,2026-05-23T05:23:51,41.27860577648616,2.066320520558513,31227.70685790271,18174.32171114145,1004.2936,158.0,0.352,-130.957031,-115.137,1.8570555726050921,roll+hdg,False,,,LARPA1C,A321,M,2026-05-23T05:23:34,158.0,800.0,197.0,3000.0,39.0,NADP2,30.0,2026-05-23T05:23:46.898813847,2026-05-23T05:24:56.841271084
VLG7830,VLG,24L,2026-05-23T05:25:00,DUQQI1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:24:47,2026-05-23T05:27:53,2026-05-23T05:24:48,False,DUQQI1C,A321,2026-05-23T05:25:00,True,2026-05-23T05:25:09.451077103,41.28221766696941,2.0743811851106546,358.6781819734711,165.0,-111.796875,0.005784171371506891,False,2026-05-23T05:25:19,VLG23TK,2026-05-23T05:23:34,2026-05-23T05:25:00,LARPA1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A321,A321,M,M,R,R,False,2026-05-23T05:24:48,2026-05-23T05:24:47,True,True,,3.8084397852583676,2537.483733333333,False,3.780182808731253,2493.7504000000004,False,,,3.8084397852583676,87.0,,,3.780182808731253,,3.0,3.8084397852583676,False,DUQQI1C,A321,2026-05-23T05:25:00,2026-05-23T05:25:19,41.27883648341016,2.0656089014200854,31168.150061303662,18199.711825977967,782.7,160.0,-0.176,-121.640625,-114.785,1.879972392686212,roll+hdg,False,,,DUQQI1C,A321,M,2026-05-23T05:25:00,160.0,800.0,245.86080061337316,3000.0,85.86080061337316,NADP2,30.0,2026-05-23T05:25:19.368607954,2026-05-23T05:26:49.286933537
VLG6UW,VLG,24L,2026-05-23T05:26:10,SENIA1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:25:54,2026-05-23T05:28:57,2026-05-23T05:25:58,False,SENIA1C,A321,2026-05-23T05:26:10,True,2026-05-23T05:26:18.773361196,41.28237633317022,2.0743277742226844,381.4239184349559,160.133194015846,-110.87813020454011,0.0040423205408718545,True,2026-05-23T05:26:12,VLG7830,2026-05-23T05:25:00,2026-05-23T05:26:10,DUQQI1C,SENIA1C,MISMA_SID_G1,MISMA_SID_G2,A321,A321,M,M,R,R,False,2026-05-23T05:25:58,2026-05-23T05:25:54,True,True,,2.979311019133906,1863.5056,False,2.911882476303232,1748.2512,False,,,2.979311019133906,70.0,,,2.911882476303232,,3.0,2.979311019133906,True,SENIA1C,A321,2026-05-23T05:26:10,2026-05-23T05:26:12,41.28449085160834,2.0806661572581175,32423.179621259398,18833.75010260374,60.11173333333334,164.0,-0.879,-110.917969,-114.082,1.1208019355402623,roll+hdg,False,,,SENIA1C,A321,M,2026-05-23T05:26:10,156.0,800.0,228.45041028878018,3000.0,72.45041028878018,NADP2,30.0,2026-05-23T05:26:27.270039325,2026-05-23T05:27:53.725205144
VLG3BV,VLG,24L,2026-05-23T05:27:51,DUQQI1C,MISMA_SID_G1,A320,M,R,2026-05-23T05:27:30,2026-05-23T05:30:21,2026-05-23T05:27:35,False,DUQQI1C,A320,2026-05-23T05:27:51,True,2026-05-23T05:27:56.063030239,41.28225196661264,2.0743705620527915,445.0454353449758,157.0,-111.445312,0.003670249164886883,False,2026-05-23T05:28:03,VLG6UW,2026-05-23T05:26:10,2026-05-23T05:27:51,SENIA1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A321,A320,M,M,R,R,False,2026-05-23T05:27:35,2026-05-23T05:27:30,True,True,,4.265678680236651,2459.8746666666666,False,4.109010565165053,2403.568,False,,,4.265678680236651,97.0,,,4.109010565165053,,3.0,4.265678680236651,False,DUQQI1C,A320,2026-05-23T05:27:51,2026-05-23T05:28:03,41.2799725101772,2.068104950547448,31376.11665939273,18326.889030338294,712.1010666666666,155.0,-29.355,-117.773438,-125.332,1.7490514964093122,roll,False,,,DUQQI1C,A320,M,2026-05-23T05:27:51,155.0,800.0,250.5734240535843,3000.0,95.57342405358429,NADP2,30.0,2026-05-23T05:28:05.168559210,2026-05-23T05:29:29.573424053
VLG2472,VLG,24L,2026-05-23T05:29:07,LOTOS1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:28:46,2026-05-23T05:31:49,2026-05-23T05:28:52,False,LOTOS1C,A321,2026-05-23T05:29:07,True,2026-05-23T05:29:12.653529688,41.282346506748596,2.0743379530393384,300.3731083694455,167.0,-111.972656,0.0021935781913809886,False,2026-05-23T05:29:26,VLG3BV,2026-05-23T05:27:51,2026-05-23T05:29:07,DUQQI1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,A320,A321,M,M,R,R,False,2026-05-23T05:28:52,2026-05-23T05:28:46,True,True,,3.4351882281843316,1909.4069333333334,False,3.279356355953285,1803.7226666666666,False,,,3.4351882281843316,77.0,,,3.279356355953285,,3.0,3.4351882281843316,False,LOTOS1C,A321,2026-05-23T05:29:07,2026-05-23T05:29:26,41.277421555645404,2.0620835050935904,30874.319128916082,18041.17220123247,900.5421333333334,163.0,-1.582,-133.417969,-114.785,2.0601120039522147,roll+hdg,False,,,LOTOS1C,A321,M,2026-05-23T05:29:07,162.0,800.0,238.0,3000.0,76.0,NADP2,30.0,2026-05-23T05:29:24.004532258,2026-05-23T05:30:50.731409090
VLG3LK,VLG,24L,2026-05-23T05:30:43,DUNES1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:30:26,2026-05-23T05:33:13,2026-05-23T05:30:29,False,DUNES1C,A320,2026-05-23T05:30:43,True,2026-05-23T05:30:50.115870858,41.28214715333398,2.074409440277678,436.0734321424052,157.0,-113.027344,0.010202875935056444,False,2026-05-23T05:30:58,VLG2472,2026-05-23T05:29:07,2026-05-23T05:30:43,LOTOS1C,DUNES1C,MISMA_SID_G2,MISMA_SID_G2,A321,A320,M,M,R,R,True,2026-05-23T05:30:29,2026-05-23T05:30:26,True,True,,4.3691283596479344,2203.6746666666663,False,4.261839463009161,2200.474666666667,False,,,4.3691283596479344,97.0,,,4.261839463009161,,5.0,4.3691283596479344,True,DUNES1C,A320,2026-05-23T05:30:43,2026-05-23T05:30:58,41.27949634306108,2.067301205547615,31309.204567474408,18273.66838836386,729.78,158.0,-3.867,-121.464844,-115.488,1.7940093464278597,roll+hdg,False,,,DUNES1C,A320,M,2026-05-23T05:30:43,158.0,800.0,214.0,3000.0,56.0,NADP2,30.0,2026-05-23T05:30:59.880892857,2026-05-23T05:32:10.789928571
VLG55PB,VLG,24L,2026-05-23T05:32:24,,,A21N,M,R,2026-05-23T05:32:06,2026-05-23T05:35:17,2026-05-23T05:32:10,False,,A21N,2026-05-23T05:32:24,True,2026-05-23T05:32:31.775747992,41.282161879378734,2.074403836475652,549.6319036500655,152.0,-111.972656,0.009283356643360871,False,2026-05-23T05:32:35,VLG3LK,2026-05-23T05:30:43,2026-05-23T05:32:24,DUNES1C,,MISMA_SID_G2,,A320,A21N,M,M,R,R,,2026-05-23T05:32:10,2026-05-23T05:32:06,True,True,,4.700125126782308,2907.6976,False,4.558158106032552,2682.650666666667,False,,,4.700125126782308,101.0,,,4.558158106032552,,,4.700125126782308,False,,A21N,2026-05-23T05:32:24,2026-05-23T05:32:35,41.28110071538922,2.071650338562874,31671.735115336778,18453.58402783618,650.5432,148.0,-21.973,-117.070312,-122.52,1.5754421613051497,roll,False,,,,A21N,M,2026-05-23T05:32:24,149.0,800.0,227.25388360769767,3000.0,78.25388360769767,NADP2,30.0,2026-05-23T05:32:38.380145833,2026-05-23T05:34:05.063470901
VLG56ND,VLG,24L,2026-05-23T05:33:40,DUQQI1C,MISMA_SID_G1,A319,M,R,2026-05-23T05:33:22,2026-05-23T05:36:05,2026-05-23T05:33:25,False,DUQQI1C,A319,2026-05-23T05:33:40,True,2026-05-23T05:33:46.696763908,41.28201778563771,2.074458208806848,365.4245192688579,156.0,-111.621094,0.018275596686656195,False,2026-05-23T05:33:58,VLG55PB,2026-05-23T05:32:24,2026-05-23T05:33:40,,DUQQI1C,,MISMA_SID_G1,A21N,A319,M,M,R,R,,2026-05-23T05:33:25,2026-05-23T05:33:22,True,True,,3.1214240133387046,2005.9872,False,3.0508962303498515,1938.7872,False,,,3.1214240133387046,75.0,,,3.0508962303498515,,,3.1214240133387046,False,DUQQI1C,A319,2026-05-23T05:33:40,2026-05-23T05:33:58,41.27795515527997,2.0645397918217956,31079.25951331327,18101.361507143643,814.012,157.0,1.582,-125.332031,-116.543,1.9463964485724592,roll+hdg,False,,,DUQQI1C,A319,M,2026-05-23T05:33:40,156.4660332300188,800.0,215.0,3000.0,58.53396676998119,NADP2,30.0,2026-05-23T05:33:57.733016615,2026-05-23T05:35:08.170388888
VLG1PT,VLG,24L,2026-05-23T05:34:50,LARPA1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:34:34,2026-05-23T05:37:36,2026-05-23T05:34:38,False,LARPA1C,A321,2026-05-23T05:34:50,True,2026-05-23T05:34:59.496902967,41.28215004493273,2.0744069897457416,493.4271792872249,154.0,-111.972656,0.010006491932819581,False,2026-05-23T05:35:06,VLG56ND,2026-05-23T05:33:40,2026-05-23T05:34:50,DUQQI1C,LARPA1C,MISMA_SID_G1,MISMA_SID_G2,A319,A321,M,M,R,R,False,2026-05-23T05:34:38,2026-05-23T05:34:34,True,True,,3.149021792375622,1939.6186666666665,False,3.0611584668810865,1840.2176,False,,,3.149021792375622,73.0,,,3.0611584668810865,,3.0,3.149021792375622,False,LARPA1C,A321,2026-05-23T05:34:50,2026-05-23T05:35:06,41.2799313161557,2.0688943393748684,31442.078794189558,18322.594332105,796.572,150.0,-1.406,-124.453125,-115.137,1.7178641774720167,roll+hdg,False,,,LARPA1C,A321,M,2026-05-23T05:34:50,150.0,800.0,215.0,3000.0,65.0,NADP2,30.0,2026-05-23T05:35:06.075617647,2026-05-23T05:36:32.791382352
VLG11TT,VLG,24L,2026-05-23T05:36:06,DUQQI1C,MISMA_SID_G1,A320,M,R,2026-05-23T05:35:50,2026-05-23T05:38:28,2026-05-23T05:35:54,False,DUQQI1C,A320,2026-05-23T05:36:06,True,2026-05-23T05:36:14.679880051,41.28224020700988,2.0743753920602437,434.4933037561602,159.0,-110.566406,0.004408576315766286,False,2026-05-23T05:36:15,VLG1PT,2026-05-23T05:34:50,2026-05-23T05:36:06,LARPA1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A321,A320,M,M,R,R,False,2026-05-23T05:35:54,2026-05-23T05:35:50,True,True,,3.0385200186798564,2163.4165333333335,False,2.968751670239587,2086.6821333333332,False,,,3.0385200186798564,76.0,,,2.968751670239587,,3.0,3.0385200186798564,False,DUQQI1C,A320,2026-05-23T05:36:06,2026-05-23T05:36:15,41.28213425416212,2.074079532198094,31874.150939074967,18569.35873538356,449.5176,159.0,-1.23,-110.566406,-115.488,1.4499021287821046,roll+hdg,False,,,DUQQI1C,A320,M,2026-05-23T05:36:06,155.0,800.0,230.0,3000.0,75.0,NADP2,30.0,2026-05-23T05:36:22.464730769,2026-05-23T05:37:38.109750
VLG15SY,VLG,24L,2026-05-23T05:37:47,SENIA1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:37:25,2026-05-23T05:40:24,2026-05-23T05:37:31,False,SENIA1C,A320,2026-05-23T05:37:47,True,2026-05-23T05:37:52.061823017,41.28221409396558,2.0743837236599325,324.85847119211394,170.0,-113.730469,0.006020401915323345,False,2026-05-23T05:38:06,VLG11TT,2026-05-23T05:36:06,2026-05-23T05:37:47,DUQQI1C,SENIA1C,MISMA_SID_G1,MISMA_SID_G2,A320,A320,M,M,R,R,False,2026-05-23T05:37:31,2026-05-23T05:37:25,True,True,,4.580459073944937,2646.5589333333332,False,4.354678346558413,2414.6858666666662,False,,,4.580459073944937,97.0,,,4.354678346558413,,3.0,4.580459073944937,False,SENIA1C,A320,2026-05-23T05:37:47,2026-05-23T05:38:06,41.276985402500486,2.06187852178842,30857.399882467696,17992.61782440905,983.5117333333334,164.0,-0.879,-129.375,-115.488,2.079847916574837,roll+hdg,False,,,SENIA1C,A320,M,2026-05-23T05:37:47,161.0,800.0,231.81217070236335,3000.0,70.81217070236335,NADP2,30.0,2026-05-23T05:38:02.364039325,2026-05-23T05:39:24.812170702
VLG7EY,VLG,24L,2026-05-23T05:39:18,LOTOS1C,MISMA_SID_G2,A321,M,R,2026-05-23T05:39:01,2026-05-23T05:42:32,2026-05-23T05:39:06,False,LOTOS1C,A321,2026-05-23T05:39:18,True,2026-05-23T05:39:27.106215376,41.28212053691775,2.074416773125066,374.4618704489525,164.0,-112.148438,0.011832137493384813,False,2026-05-23T05:39:35,VLG15SY,2026-05-23T05:37:47,2026-05-23T05:39:18,SENIA1C,LOTOS1C,MISMA_SID_G2,MISMA_SID_G2,A320,A321,M,M,R,R,True,2026-05-23T05:39:06,2026-05-23T05:39:01,True,True,,4.279381848272983,2203.9984,False,4.122769296191906,2076.5264,False,,,4.279381848272983,95.0,,,4.122769296191906,,5.0,4.279381848272983,True,LOTOS1C,A321,2026-05-23T05:39:18,2026-05-23T05:39:35,41.27940215984053,2.067047582518987,31288.061567406057,18263.109179119812,681.1416,163.0,-26.367,-114.609375,-120.41,1.8067715854767188,roll,False,,,LOTOS1C,A321,M,2026-05-23T05:39:18,163.0,800.0,225.0,3000.0,62.0,NADP2,30.0,2026-05-23T05:39:37.755047689,2026-05-23T05:41:09.402589552
VLG76GZ,VLG,24L,2026-05-23T05:40:44,DUQQI1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:40:25,2026-05-23T05:42:52,2026-05-23T05:40:29,False,DUQQI1C,A321,2026-05-23T05:40:44,True,2026-05-23T05:40:49,41.28203699,2.07446565,747.5,173.0,-118.652344,0.017265708128343417,False,2026-05-23T05:40:54,VLG7EY,2026-05-23T05:39:18,2026-05-23T05:40:44,LOTOS1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A321,A321,M,M,R,R,False,2026-05-23T05:40:29,2026-05-23T05:40:25,True,True,,3.589702566772663,1927.8517333333334,False,3.497212050142473,1852.8053333333332,False,,,3.589702566772663,83.0,,,3.497212050142473,,3.0,3.589702566772663,False,DUQQI1C,A321,2026-05-23T05:40:44,2026-05-23T05:40:54,41.279692573867734,2.0700505882765534,31538.780711098636,18296.475045313444,1061.5170666666668,177.0,-0.352,-127.089844,-115.312,1.6772861890710535,roll+hdg,False,,,DUQQI1C,A321,M,2026-05-23T05:40:44,173.0,800.0,226.0,3000.0,53.0,NADP2,30.0,2026-05-23T05:40:49.827205882,2026-05-23T05:41:53.411145833
VLG68LT,VLG,24L,2026-05-23T05:42:15,OLOXO1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:41:53,2026-05-23T05:45:00,2026-05-23T05:42:00,False,OLOXO1C,A321,2026-05-23T05:42:15,True,2026-05-23T05:42:21.093466284,41.28236882726165,2.0743293789310595,456.6784715444592,152.0,-111.445312,0.0035880302019199355,True,2026-05-23T05:42:17,VLG76GZ,2026-05-23T05:40:44,2026-05-23T05:42:15,DUQQI1C,OLOXO1C,MISMA_SID_G1,MISMA_SID_G1,A321,A321,M,M,R,R,True,2026-05-23T05:42:00,2026-05-23T05:41:53,True,True,,4.691246798481562,3243.415466666667,False,4.404014323178338,2961.2874666666667,False,,,4.691246798481562,91.0,,,4.404014323178338,,5.0,4.691246798481562,True,OLOXO1C,A321,2026-05-23T05:42:15,2026-05-23T05:42:17,41.28354381062834,2.077898772369023,32192.488983368534,18727.448519302296,278.3666666666667,157.0,-0.527,-110.742188,-114.609,1.2579966799871416,roll+hdg,False,,,OLOXO1C,A321,M,2026-05-23T05:42:15,150.0,800.0,215.0,3000.0,65.0,NADP2,30.0,2026-05-23T05:42:28.962119461,2026-05-23T05:43:57.121839285
